metroid,metroname,m_w_a_09,m_b_a_09,m_h_a_09,m_a_a_09,m_o_a_09,m_t_a_09,m_pw_a_09,m_pb_a_09,m_ph_a_09,m_pa_a_09,m_po_a_09,m_dwb_a_09,m_dwh_a_09,m_dwa_a_09,m_dbw_a_09,m_dbh_a_09,m_dba_a_09,m_dhw_a_09,m_dhb_a_09,m_dha_a_09,m_daw_a_09,m_dab_a_09,m_dah_a_09,m_w_a_00,m_b_a_00,m_h_a_00,m_a_a_00,m_o_a_00,m_t_a_00,m_pw_a_00,m_pb_a_00,m_ph_a_00,m_pa_a_00,m_po_a_00,m_dwb_a_00,m_dwh_a_00,m_dwa_a_00,m_dbw_a_00,m_dbh_a_00,m_dba_a_00,m_dhw_a_00,m_dhb_a_00,m_dha_a_00,m_daw_a_00,m_dab_a_00,m_dah_a_00,m_w_a_90,m_b_a_90,m_h_a_90,m_a_a_90,m_o_a_90,m_t_a_90,m_pw_a_90,m_pb_a_90,m_ph_a_90,m_pa_a_90,m_po_a_90,m_dwb_a_90,m_dwh_a_90,m_dwa_a_90,m_dbw_a_90,m_dbh_a_90,m_dba_a_90,m_dhw_a_90,m_dhb_a_90,m_dha_a_90,m_daw_a_90,m_dab_a_90,m_dah_a_90,m_w_a_80,m_b_a_80,m_h_a_80,m_a_a_80,m_o_a_80,m_t_a_80,m_pw_a_80,m_pb_a_80,m_ph_a_80,m_pa_a_80,m_po_a_80,m_dwb_a_80,m_dwh_a_80,m_dwa_a_80,m_dbw_a_80,m_dbh_a_80,m_dba_a_80,m_dhw_a_80,m_dhb_a_80,m_dha_a_80,m_daw_a_80,m_dab_a_80,m_dah_a_80
"19,100","Dallas-Fort Worth-Arlington, TX Metropolitan Statistical Area","3,238,201","865,263","1,644,530","294,717","101,523","6,144,234",52.70,14.08,26.77,4.80,1.65,57.37,51.09,46.73,57.37,46.94,58.68,51.09,46.94,59.74,46.73,58.68,59.74,"3,043,394","727,804","1,117,717","217,287","55,342","5,161,544",58.96,14.10,21.65,4.21,1.07,59.05,52.28,43.90,59.05,50.35,59.31,52.28,50.35,57.10,43.90,59.31,57.10,"2,798,194","551,506","524,523","94,297","20,774","3,989,294",70.14,13.82,13.15,2.36,0.52,62.84,48.80,41.80,62.84,54.45,64.96,48.80,54.45,54.69,41.80,64.96,54.69,"2,246,282","416,465","249,139","23,446","21,759","2,957,091",75.96,14.08,8.43,0.79,0.74,78.20,48.65,38.65,78.20,67.91,79.82,48.65,67.91,56.49,38.65,79.82,56.49
"19,124","Dallas-Plano-Irving, TX Metropolitan Division","2,049,109","620,182","1,170,240","219,842","63,902","4,123,275",49.70,15.04,28.38,5.33,1.55,57.48,52.66,45.28,57.48,47.17,62.87,52.66,47.17,62.80,45.28,62.87,62.80,"1,921,710","533,303","805,593","155,188","35,432","3,451,226",55.68,15.45,23.34,4.50,1.03,58.96,53.51,43.81,58.96,50.77,63.05,53.51,50.77,60.07,43.81,63.05,60.07,"1,762,198","409,798","371,827","64,926","13,813","2,622,562",67.19,15.63,14.18,2.48,0.53,62.74,49.71,41.58,62.74,54.52,66.21,49.71,54.52,55.74,41.58,66.21,55.74,"1,436,248","313,476","176,065","16,948","14,641","1,957,378",73.38,16.02,8.99,0.87,0.75,77.93,48.51,38.68,77.93,67.57,79.64,48.51,67.57,56.53,38.68,79.64,56.53
"19,140","Dalton, GA Metropolitan Statistical Area","94,040","3,417","32,254","1,195","1,921","132,827",70.80,2.57,24.28,0.90,1.45,48.61,44.14,58.74,48.61,29.75,64.45,44.14,29.75,61.72,58.74,64.45,61.72,"94,228","3,554","20,425","1,007",817,"120,031",78.50,2.96,17.02,0.84,0.68,48.32,52.85,39.73,48.32,21.39,45.18,52.85,21.39,45.52,39.73,45.18,45.52,"92,666","2,910","2,457",372,204,"98,609",93.97,2.95,2.49,0.38,0.21,59.31,49.04,40.66,59.31,39.18,56.09,49.04,39.18,49.63,40.66,56.09,49.63,,,,,,,,,,,,,,,,,,,,,,,
"19,180","Danville, IL Metropolitan Statistical Area","66,714","9,528","2,938",369,"1,377","80,926",82.44,11.77,3.63,0.46,1.70,69.31,54.24,71.91,69.31,38.20,74.66,54.24,38.20,80.88,71.91,74.66,80.88,"71,038","9,221","2,504",608,548,"83,919",84.65,10.99,2.98,0.72,0.65,69.57,45.79,47.27,69.57,35.59,61.54,45.79,35.59,50.89,47.27,61.54,50.89,"78,345","7,799","1,405",484,224,"88,257",88.77,8.84,1.59,0.55,0.25,69.99,44.77,52.32,69.99,40.57,64.70,44.77,40.57,53.53,52.32,64.70,53.53,"86,358","6,723","1,350",330,461,"95,222",90.69,7.06,1.42,0.35,0.48,69.28,45.34,44.78,69.28,48.02,60.91,45.34,48.02,51.23,44.78,60.91,51.23
"19,260","Danville, VA Metropolitan Statistical Area","67,957","34,609","2,230",561,777,"106,134",64.03,32.61,2.10,0.53,0.73,33.69,45.30,61.11,33.69,58.05,50.43,45.30,58.05,68.88,61.11,50.43,68.88,"71,734","36,125","1,371",505,421,"110,156",65.12,32.79,1.24,0.46,0.38,33.93,23.38,34.76,33.93,33.64,45.80,23.38,33.64,39.64,34.76,45.80,39.64,"73,549","34,212",515,313,122,"108,711",67.66,31.47,0.47,0.29,0.11,31.56,22.71,41.48,31.56,23.88,53.84,22.71,23.88,42.70,41.48,53.84,42.70,"77,538","33,164",788,178,121,"111,789",69.36,29.67,0.70,0.16,0.11,30.54,27.49,39.27,30.54,27.25,51.91,27.49,27.25,50.99,39.27,51.91,50.99
"19,340","Davenport-Moline-Rock Island, IA-IL Metropolitan Statistical Area","314,391","23,027","25,255","6,348","6,606","375,627",83.70,6.13,6.72,1.69,1.76,55.14,43.47,55.05,55.14,51.32,59.91,43.47,51.32,57.66,55.05,59.91,57.66,"324,063","23,556","20,919","4,959","2,522","376,019",86.18,6.26,5.56,1.32,0.67,52.92,39.56,39.29,52.92,45.80,45.60,39.56,45.80,44.44,39.29,45.60,44.44,"332,537","18,826","13,243","2,455","1,090","368,151",90.33,5.11,3.60,0.67,0.30,58.55,37.96,32.57,58.55,49.06,53.78,37.96,49.06,41.00,32.57,53.78,41.00,"371,382","16,926","11,669","1,681","1,586","403,244",92.10,4.20,2.89,0.42,0.39,64.38,39.84,36.92,64.38,52.03,60.05,39.84,52.03,38.31,36.92,60.05,38.31
"19,380","Dayton, OH Metropolitan Statistical Area","674,974","122,592","14,576","13,464","13,753","839,359",80.42,14.61,1.74,1.60,1.64,68.90,41.98,46.71,68.90,68.45,78.04,41.98,68.45,51.57,46.71,78.04,51.57,"690,879","127,311","9,811","13,708","6,444","848,153",81.46,15.01,1.16,1.62,0.76,71.36,25.94,34.22,71.36,62.03,73.99,25.94,62.03,32.80,34.22,73.99,32.80,"713,784","112,847","6,389","8,520","2,295","843,835",84.59,13.37,0.76,1.01,0.27,76.60,28.91,36.42,76.60,68.12,77.97,28.91,68.12,28.50,36.42,77.97,28.50,"712,569","104,665","5,653","4,453","2,730","830,070",85.84,12.61,0.68,0.54,0.33,79.19,28.13,37.27,79.19,67.92,76.84,28.13,67.92,31.50,37.27,76.84,31.50
"19,460","Decatur, AL Metropolitan Statistical Area","118,486","17,651","7,268",883,"5,003","149,291",79.37,11.82,4.87,0.59,3.35,60.45,63.17,50.84,60.45,39.94,72.29,63.17,39.94,66.47,50.84,72.29,66.47,"119,483","17,391","4,012",685,"4,296","145,867",81.91,11.92,2.75,0.47,2.95,58.05,53.71,31.75,58.05,43.45,55.82,53.71,43.45,52.92,31.75,55.82,52.92,"113,209","14,832",686,385,"2,444","131,556",86.05,11.27,0.52,0.29,1.86,60.88,24.46,45.26,60.88,52.81,70.30,24.46,52.81,40.44,45.26,70.30,40.44,"80,723","8,693",571,99,145,"90,231",89.46,9.63,0.63,0.11,0.16,59.00,19.81,23.05,59.00,43.36,61.32,19.81,43.36,30.52,23.05,61.32,30.52
"19,500","Decatur, IL Metropolitan Statistical Area","88,328","16,230","1,429",997,"1,788","108,772",81.20,14.92,1.31,0.92,1.64,56.77,43.10,48.40,56.77,50.63,63.70,43.10,50.63,44.13,48.40,63.70,44.13,"95,128","16,979","1,120",857,622,"114,706",82.93,14.80,0.98,0.75,0.54,53.29,30.11,28.76,53.29,38.03,55.65,30.11,38.03,28.09,28.76,55.65,28.09,"101,838","14,095",540,502,231,"117,206",86.89,12.03,0.46,0.43,0.20,58.86,27.35,27.12,58.86,49.44,67.60,27.35,49.44,30.80,27.12,67.60,30.80,"116,269","13,631",745,347,383,"131,375",88.50,10.38,0.57,0.26,0.29,63.94,25.57,33.07,63.94,45.01,65.10,25.57,45.01,42.89,33.07,65.10,42.89
"19,660","Deltona-Daytona Beach-Ormond Beach, FL Metropolitan Statistical Area","380,830","48,826","49,537","7,508","7,748","494,449",77.02,9.87,10.02,1.52,1.57,52.49,44.52,35.45,52.49,53.66,53.99,44.52,53.66,51.52,35.45,53.99,51.52,"363,045","41,844","29,111","5,507","3,836","443,343",81.89,9.44,6.57,1.24,0.87,56.98,44.28,21.63,56.98,60.01,53.84,44.28,60.01,46.68,21.63,53.84,46.68,"319,259","32,985","14,840","2,637",991,"370,712",86.12,8.90,4.00,0.71,0.27,69.33,43.85,23.58,69.33,71.75,70.34,43.85,71.75,47.50,23.58,70.34,47.50,"224,182","28,607","4,124",990,859,"258,762",86.64,11.06,1.59,0.38,0.33,75.03,26.23,28.81,75.03,70.85,78.93,26.23,70.85,34.36,28.81,78.93,34.36
"19,740","Denver-Aurora-Broomfield, CO Metropolitan Statistical Area","1,600,758","132,137","528,195","80,802","56,264","2,398,156",66.75,5.51,22.03,3.37,2.35,63.89,50.76,37.28,63.89,56.30,56.22,50.76,56.30,51.63,37.28,56.22,51.63,"1,547,884","124,960","400,884","76,315","29,322","2,179,365",71.02,5.73,18.39,3.50,1.35,62.00,50.22,29.63,62.00,55.75,50.72,50.22,55.75,44.46,29.63,50.72,44.46,"1,313,905","92,537","212,591","35,731","12,260","1,667,024",78.82,5.55,12.75,2.14,0.74,64.86,46.63,29.35,64.86,68.47,54.31,46.63,68.47,42.49,29.35,54.31,42.49,"1,172,595","74,994","164,083","17,105","17,204","1,445,981",81.09,5.19,11.35,1.18,1.19,69.12,48.74,25.84,69.12,71.18,60.18,48.74,71.18,47.21,25.84,60.18,47.21
"19,780","Des Moines-West Des Moines, IA Metropolitan Statistical Area","467,231","22,282","31,550","13,937","8,541","543,541",85.96,4.10,5.80,2.56,1.57,54.85,48.92,41.85,54.85,39.14,42.20,48.92,39.14,40.48,41.85,42.20,40.48,"425,970","20,466","19,355","11,916","3,687","481,394",88.49,4.25,4.02,2.48,0.77,56.13,47.53,37.09,56.13,35.15,29.95,47.53,35.15,26.00,37.09,29.95,26.00,"387,589","14,781","6,716","6,104","1,156","416,346",93.09,3.55,1.61,1.47,0.28,65.24,32.61,40.71,65.24,54.38,37.25,32.61,54.38,32.89,40.71,37.25,32.89,"356,223","13,748","4,991","2,319","2,877","380,158",93.70,3.62,1.31,0.61,0.76,71.04,33.98,33.73,71.04,61.44,54.45,33.98,61.44,35.97,33.73,54.45,35.97
"19,804","Detroit-Livonia-Dearborn, MI Metropolitan Division","995,156","812,937","96,998","50,325","22,581","1,977,997",50.31,41.10,4.90,2.54,1.14,83.10,62.62,60.44,83.10,83.85,85.33,62.62,83.85,79.38,60.44,85.33,79.38,"1,028,984","880,545","77,207","42,109","32,317","2,061,162",49.92,42.72,3.75,2.04,1.57,85.86,54.48,45.07,85.86,81.65,80.62,54.48,81.65,63.09,45.07,80.62,63.09,"1,185,444","845,313","50,502","21,046","9,235","2,111,540",56.14,40.03,2.39,1.00,0.44,85.57,44.48,41.31,85.57,81.05,78.71,44.48,81.05,55.85,41.31,78.71,55.85,"1,433,033","824,876","46,316","14,413","19,119","2,337,757",61.30,35.28,1.98,0.62,0.82,83.02,44.62,40.23,83.02,75.15,74.10,44.62,75.15,52.36,40.23,74.10,52.36
"19,820","Detroit-Warren-Livonia, MI Metropolitan Statistical Area","3,064,203","1,019,450","162,246","145,412","61,237","4,452,548",68.82,22.90,3.64,3.27,1.38,79.68,52.87,55.66,79.68,78.58,81.89,52.87,78.58,72.19,55.66,81.89,72.19,"3,110,679","1,035,366","126,918","118,811","60,783","4,452,557",69.86,23.25,2.85,2.67,1.37,84.91,46.03,45.80,84.91,78.39,80.99,46.03,78.39,58.84,45.80,80.99,58.84,"3,155,155","936,509","83,134","55,780","17,957","4,248,535",74.26,22.04,1.96,1.31,0.42,87.57,40.17,43.08,87.57,80.61,82.67,40.17,80.61,53.97,43.08,82.67,53.97,"3,335,177","884,955","71,604","31,872","29,635","4,353,243",76.61,20.33,1.64,0.73,0.68,87.55,41.68,40.60,87.55,77.68,81.93,41.68,77.68,52.66,40.60,81.93,52.66
"20,020","Dothan, AL Metropolitan Statistical Area","101,339","32,488","2,955","1,131","1,558","139,471",72.66,23.29,2.12,0.81,1.12,45.05,33.44,51.13,45.05,48.82,56.82,33.44,48.82,58.02,51.13,56.82,58.02,"97,140","29,998","1,824",763,"1,136","130,861",74.23,22.92,1.39,0.58,0.87,44.89,21.42,38.95,44.89,41.68,47.93,21.42,41.68,40.78,38.95,47.93,40.78,"91,715","27,085",677,464,411,"120,352",76.21,22.50,0.56,0.39,0.34,45.19,22.21,51.35,45.19,43.45,69.08,22.21,43.45,43.16,51.35,69.08,43.16,"87,411","25,143",924,296,413,"114,187",76.55,22.02,0.81,0.26,0.36,56.13,27.31,55.07,56.13,40.07,82.11,27.31,40.07,62.27,55.07,82.11,62.27
"20,100","Dover, DE Metropolitan Statistical Area","104,317","33,583","6,624","3,202","3,606","151,332",68.93,22.19,4.38,2.12,2.38,34.09,30.43,44.47,34.09,30.06,36.81,30.43,30.06,43.22,44.47,36.81,43.22,"91,325","27,087","4,069","2,641","1,575","126,697",72.08,21.38,3.21,2.08,1.24,33.16,27.63,32.80,33.16,17.84,21.67,27.63,17.84,23.24,32.80,21.67,23.24,"86,071","20,316","2,540","1,354",712,"110,993",77.55,18.30,2.29,1.22,0.64,28.84,26.20,34.73,28.84,17.67,26.56,26.20,17.67,17.06,34.73,26.56,17.06,"77,372","17,581","1,729",783,754,"98,219",78.77,17.90,1.76,0.80,0.77,27.33,22.72,40.59,27.33,27.30,39.66,22.72,27.30,30.05,40.59,39.66,30.05
"20,220","Dubuque, IA Metropolitan Statistical Area","87,337","1,106","1,568",731,"1,304","92,046",94.88,1.20,1.70,0.79,1.42,52.62,39.15,61.66,52.62,39.37,48.33,39.15,39.37,60.19,61.66,48.33,60.19,"86,020",964,"1,065",733,361,"89,143",96.50,1.08,1.19,0.82,0.40,39.41,38.05,29.82,39.41,9.50,36.01,38.05,9.50,35.30,29.82,36.01,35.30,"85,056",351,437,436,102,"86,382",98.46,0.41,0.51,0.50,0.12,44.76,29.57,42.79,44.76,27.54,34.09,29.57,27.54,33.36,42.79,34.09,33.36,"92,655",236,458,228,168,"93,745",98.84,0.25,0.49,0.24,0.18,41.31,21.97,33.68,41.31,30.68,40.59,21.97,30.68,35.69,33.68,40.59,35.69
"20,260","Duluth, MN-WI Metropolitan Statistical Area","255,520","3,282","2,931","2,391","10,525","274,649",93.04,1.19,1.07,0.87,3.83,63.72,42.14,54.53,63.72,55.28,64.45,42.14,55.28,56.66,54.53,64.45,56.66,"259,302","3,022","2,178","2,331","8,653","275,486",94.13,1.10,0.79,0.85,3.14,47.92,22.70,31.38,47.92,32.97,37.10,22.70,32.97,26.14,31.38,37.10,26.14,"259,496","1,295","1,251","1,401","5,768","269,211",96.39,0.48,0.46,0.52,2.14,52.74,24.77,37.74,52.74,39.76,41.92,24.77,39.76,34.30,37.74,41.92,34.30,"259,884","1,044",912,891,"3,704","266,435",97.54,0.39,0.34,0.33,1.39,60.76,29.13,30.04,60.76,44.68,51.15,29.13,44.68,30.52,30.04,51.15,30.52
"20,500","Durham-Chapel Hill, NC Metropolitan Statistical Area","277,113","130,796","44,751","19,582","7,302","479,544",57.79,27.28,9.33,4.08,1.52,46.14,53.26,40.00,46.14,36.18,58.06,53.26,36.18,57.88,40.00,58.06,57.88,"256,626","124,539","27,801","14,004","3,523","426,493",60.17,29.20,6.52,3.28,0.83,46.35,53.77,43.83,46.35,37.10,59.14,53.77,37.10,55.31,43.83,59.14,55.31,"233,626","100,106","4,146","5,623","1,124","344,625",67.79,29.05,1.20,1.63,0.33,45.65,23.37,45.54,45.65,40.52,64.99,23.37,40.52,39.55,45.54,64.99,39.55,"181,312","77,119","2,228","1,713",883,"263,255",68.87,29.29,0.85,0.65,0.34,50.39,20.82,38.38,50.39,38.90,66.87,20.82,38.90,38.13,38.38,66.87,38.13
"20,740","Eau Claire, WI Metropolitan Statistical Area","148,818","1,127","1,813","3,395","2,141","157,294",94.61,0.72,1.15,2.16,1.36,61.72,30.00,49.47,61.72,49.78,63.49,30.00,49.78,54.74,49.47,63.49,54.74,"141,767",867,"1,168","3,305","1,230","148,337",95.57,0.58,0.79,2.23,0.83,37.60,20.34,40.11,37.60,27.06,25.94,20.34,27.06,34.10,40.11,25.94,34.10,"133,679",261,611,"2,372",620,"137,543",97.19,0.19,0.44,1.72,0.45,43.10,23.27,55.23,43.10,31.92,42.31,23.27,31.92,45.57,55.23,42.31,45.57,"129,459",163,404,369,537,"130,932",98.87,0.12,0.31,0.28,0.41,50.04,19.33,29.79,50.04,42.46,38.22,19.33,42.46,28.33,29.79,38.22,28.33
"20,764","Edison-New Brunswick, NJ Metropolitan Division","1,625,938","166,759","264,331","227,488","25,565","2,310,081",70.38,7.22,11.44,9.85,1.11,57.49,48.34,53.93,57.49,45.56,51.13,48.34,45.56,59.73,53.93,51.13,59.73,"1,640,197","157,445","191,564","169,432","15,231","2,173,869",75.45,7.24,8.81,7.79,0.70,57.68,49.12,49.61,57.68,41.58,50.32,49.12,41.58,57.63,49.61,50.32,57.63,"1,593,670","120,980","106,243","72,760","3,798","1,897,451",83.99,6.38,5.60,3.83,0.20,60.13,45.07,42.21,60.13,45.25,57.41,45.07,45.25,53.51,42.21,57.41,53.51,"1,463,699","96,297","59,546","21,513","6,392","1,647,447",88.85,5.85,3.61,1.31,0.39,64.77,47.07,38.98,64.77,53.63,63.48,47.07,53.63,54.37,38.98,63.48,54.37
"20,940","El Centro, CA Metropolitan Statistical Area","26,646","5,408","121,781","3,169","3,030","160,034",16.65,3.38,76.10,1.98,1.89,58.14,39.49,32.48,58.14,61.76,55.50,39.49,61.76,36.61,32.48,55.50,36.61,"28,768","5,345","102,817","2,883","2,548","142,361",20.21,3.75,72.22,2.03,1.79,55.22,43.45,40.26,55.22,57.13,65.66,43.45,57.13,35.54,40.26,65.66,35.54,"31,742","2,272","71,935","1,632","1,722","109,303",29.04,2.08,65.81,1.49,1.58,43.19,45.38,38.10,43.19,39.36,51.28,45.38,39.36,32.16,38.10,51.28,32.16,"35,411","2,188","51,384","1,353","1,774","92,110",38.44,2.38,55.79,1.47,1.93,54.20,45.85,37.77,54.20,43.94,54.55,45.85,43.94,31.11,37.77,54.55,31.11
"21,060","Elizabethtown, KY Metropolitan Statistical Area","91,662","11,422","4,020","2,267","2,321","111,692",82.07,10.23,3.60,2.03,2.08,44.58,44.67,45.79,44.58,35.53,31.40,44.67,35.53,41.66,45.79,31.40,41.66,"88,349","12,299","3,299","2,453","1,147","107,547",82.15,11.44,3.07,2.28,1.07,49.26,45.39,36.72,49.26,18.10,20.65,45.39,18.10,24.58,36.72,20.65,24.58,"85,938","10,238","2,561","1,746",436,"100,919",85.16,10.14,2.54,1.73,0.43,47.27,47.96,36.48,47.27,17.54,25.09,47.96,17.54,32.63,36.48,25.09,32.63,,,,,,,,,,,,,,,,,,,,,,,
"21,140","Elkhart-Goshen, IN Metropolitan Statistical Area","153,686","10,319","27,687","2,637","3,522","197,851",77.68,5.22,13.99,1.33,1.78,51.85,38.80,48.52,51.85,32.51,56.28,38.80,32.51,40.88,48.52,56.28,40.88,"152,421","10,427","16,300","2,146","1,497","182,791",83.39,5.70,8.92,1.17,0.82,54.67,44.34,21.50,54.67,36.75,49.30,44.34,36.75,38.04,21.50,49.30,38.04,"144,701","7,046","2,932",981,538,"156,198",92.64,4.51,1.88,0.63,0.34,62.84,32.32,22.80,62.84,54.86,61.38,32.32,54.86,37.40,22.80,61.38,37.40,"128,878","5,730","1,719",477,526,"137,330",93.85,4.17,1.25,0.35,0.38,70.88,26.77,25.62,70.88,65.81,71.93,26.77,65.81,36.12,25.62,71.93,36.12
"21,300","Elmira, NY Metropolitan Statistical Area","78,569","5,066","1,893",915,"1,718","88,161",89.12,5.75,2.15,1.04,1.95,51.25,45.40,41.23,51.25,44.57,62.24,45.40,44.57,59.92,41.23,62.24,59.92,"82,131","5,856","1,609",865,609,"91,070",90.18,6.43,1.77,0.95,0.67,50.83,43.18,32.52,50.83,22.33,60.13,43.18,22.33,54.07,32.52,60.13,54.07,"87,800","4,913","1,441",649,392,"95,195",92.23,5.16,1.51,0.68,0.41,54.66,50.85,36.79,54.66,31.96,63.01,50.85,31.96,61.19,36.79,63.01,61.19,"92,196","3,883",868,380,329,"97,656",94.41,3.98,0.89,0.39,0.34,59.17,43.54,30.37,59.17,36.49,62.57,43.54,36.49,54.49,30.37,62.57,54.49
"21,340","El Paso, TX Metropolitan Statistical Area","101,747","19,076","593,297","8,036","7,240","729,396",13.95,2.62,81.34,1.10,0.99,37.70,43.78,35.21,37.70,46.11,45.13,43.78,46.11,56.08,35.21,45.13,56.08,"115,535","20,085","531,654","8,015","4,333","679,622",17.00,2.96,78.23,1.18,0.64,35.72,45.19,20.61,35.72,49.43,30.43,45.19,49.43,51.58,20.61,30.43,51.58,"151,313","20,525","411,619","5,820","2,333","591,610",25.58,3.47,69.58,0.98,0.39,37.49,49.73,23.84,37.49,55.87,28.62,49.73,55.87,57.42,23.84,28.62,57.42,"157,842","17,590","297,001","3,670","3,796","479,899",32.89,3.67,61.89,0.76,0.79,42.69,53.79,29.87,42.69,58.98,28.28,53.79,58.98,63.41,29.87,28.28,63.41
"21,500","Erie, PA Metropolitan Statistical Area","247,756","17,408","7,871","2,230","4,456","279,721",88.57,6.22,2.81,0.80,1.59,67.45,43.77,50.77,67.45,45.99,55.55,43.77,45.99,46.18,50.77,55.55,46.18,"252,258","18,422","6,126","2,406","1,631","280,843",89.82,6.56,2.18,0.86,0.58,64.20,49.38,33.98,64.20,25.56,54.11,49.38,25.56,45.00,33.98,54.11,45.00,"256,177","14,008","3,364","1,374",649,"275,572",92.96,5.08,1.22,0.50,0.24,64.52,49.37,36.81,64.52,28.11,62.19,49.37,28.11,53.18,36.81,62.19,53.18,"263,665","12,293","2,049",938,791,"279,736",94.25,4.39,0.73,0.34,0.28,64.48,36.97,29.42,64.48,41.25,63.04,36.97,41.25,44.17,29.42,63.04,44.17
"21,660","Eugene-Springfield, OR Metropolitan Statistical Area","296,353","3,412","21,054","9,721","13,234","343,774",86.21,0.99,6.12,2.83,3.85,56.05,30.74,47.08,56.05,60.48,46.42,30.74,60.48,53.63,47.08,46.42,53.63,"286,075","3,887","14,874","9,489","8,634","322,959",88.58,1.20,4.61,2.94,2.67,28.34,21.94,30.99,28.34,23.47,24.79,21.94,23.47,35.10,30.99,24.79,35.10,"265,391","2,040","6,852","5,419","3,210","282,912",93.81,0.72,2.42,1.92,1.13,32.23,16.98,36.44,32.23,24.11,29.46,16.98,24.11,33.98,36.44,29.46,33.98,"261,505","1,566","5,581","2,790","3,784","275,226",95.01,0.57,2.03,1.01,1.37,38.64,16.19,36.37,38.64,37.56,25.45,16.19,37.56,37.53,36.37,25.45,37.53
"21,780","Evansville, IN-KY Metropolitan Statistical Area","316,452","20,501","4,946","2,832","5,059","349,790",90.47,5.86,1.41,0.81,1.45,56.84,48.74,56.05,56.84,55.45,74.19,48.74,55.45,67.93,56.05,74.19,67.93,"314,729","20,620","3,067","2,570","1,829","342,815",91.81,6.01,0.89,0.75,0.53,55.28,26.88,34.98,55.28,45.30,57.48,26.88,45.30,31.76,34.98,57.48,31.76,"304,010","17,419","1,482","1,321",626,"324,858",93.58,5.36,0.46,0.41,0.19,59.42,20.02,34.41,59.42,57.41,62.69,20.02,57.41,31.96,34.41,62.69,31.96,"290,368","16,001","1,417",907,715,"309,408",93.85,5.17,0.46,0.29,0.23,65.21,20.32,35.75,65.21,56.50,66.75,20.32,56.50,36.60,35.75,66.75,36.60
"21,820","Fairbanks, AK Metropolitan Statistical Area","71,482","5,767","6,186","2,425","10,983","96,843",73.81,5.95,6.39,2.50,11.34,51.31,27.25,34.99,51.31,34.26,50.23,27.25,34.26,37.59,34.99,50.23,37.59,"62,942","5,533","3,440","2,823","8,102","82,840",75.98,6.68,4.15,3.41,9.78,41.08,26.54,20.73,41.08,16.68,29.45,26.54,16.68,18.72,20.73,29.45,18.72,"62,201","5,395","2,899","1,913","5,312","77,720",80.03,6.94,3.73,2.46,6.83,45.40,26.91,23.83,45.40,19.94,29.24,26.91,19.94,16.63,23.83,29.24,16.63,"45,221","2,953","1,546",789,"3,474","53,983",83.77,5.47,2.86,1.46,6.44,47.00,23.26,27.90,47.00,26.05,39.28,23.26,26.05,24.68,27.90,39.28,24.68
"22,020","Fargo, ND-MN Metropolitan Statistical Area","176,294","3,163","5,134","3,092","5,022","192,705",91.48,1.64,2.66,1.60,2.61,48.05,33.54,41.77,48.05,48.99,48.95,33.54,48.99,49.98,41.77,48.95,49.98,"163,593","1,732","3,390","2,589","3,063","174,367",93.82,0.99,1.94,1.48,1.76,33.21,32.84,31.22,33.21,38.55,24.97,32.84,38.55,36.79,31.22,24.97,36.79,"148,097",438,"1,879","1,367","1,515","153,296",96.61,0.29,1.23,0.89,0.99,30.70,35.77,36.89,30.70,36.82,25.96,35.77,36.82,44.73,36.89,25.96,44.73,"134,732",286,999,547,"1,010","137,574",97.93,0.21,0.73,0.40,0.73,43.89,24.95,25.36,43.89,42.59,35.13,24.95,42.59,29.60,25.36,35.13,29.60
"22,140","Farmington, NM Metropolitan Statistical Area","52,493","1,003","21,645",670,"46,659","122,470",42.86,0.82,17.67,0.55,38.10,47.42,22.97,51.51,47.42,39.87,61.02,22.97,39.87,58.43,51.51,61.02,58.43,"52,922",669,"17,057",505,"42,648","113,801",46.50,0.59,14.99,0.44,37.48,28.37,22.33,16.80,28.37,27.77,25.63,22.33,27.77,27.85,16.80,25.63,27.85,"45,813",402,"12,009",183,"33,198","91,605",50.01,0.44,13.11,0.20,36.24,34.04,21.18,21.73,34.04,30.83,34.02,21.18,30.83,33.74,21.73,34.02,33.74,"44,464",327,"9,602",147,"26,893","81,433",54.60,0.40,11.79,0.18,33.02,39.80,19.97,28.09,39.80,41.75,20.41,19.97,41.75,39.19,28.09,20.41,39.19
"22,180","Fayetteville, NC Metropolitan Statistical Area","177,438","127,232","23,600","7,077","16,379","351,726",50.45,36.17,6.71,2.01,4.66,32.07,28.71,32.52,32.07,27.75,34.39,28.71,27.75,35.65,32.52,34.39,35.65,"173,292","120,358","23,334","8,745","10,880","336,609",51.48,35.76,6.93,2.60,3.23,31.13,28.83,29.92,31.13,25.74,28.26,28.83,25.74,18.51,29.92,28.26,18.51,"174,613","96,056","13,516","5,573","7,664","297,422",58.71,32.30,4.54,1.87,2.58,31.83,31.57,32.72,31.83,35.64,38.80,31.57,35.64,17.68,32.72,38.80,17.68,"154,639","74,800","9,120","3,769","4,832","247,160",62.57,30.26,3.69,1.52,1.96,36.52,35.74,31.65,36.52,38.25,41.03,35.74,38.25,24.65,31.65,41.03,24.65
