metroid,metroname,m_w_a_09,m_b_a_09,m_h_a_09,m_a_a_09,m_o_a_09,m_t_a_09,m_pw_a_09,m_pb_a_09,m_ph_a_09,m_pa_a_09,m_po_a_09,m_dwb_a_09,m_dwh_a_09,m_dwa_a_09,m_dbw_a_09,m_dbh_a_09,m_dba_a_09,m_dhw_a_09,m_dhb_a_09,m_dha_a_09,m_daw_a_09,m_dab_a_09,m_dah_a_09,m_w_a_00,m_b_a_00,m_h_a_00,m_a_a_00,m_o_a_00,m_t_a_00,m_pw_a_00,m_pb_a_00,m_ph_a_00,m_pa_a_00,m_po_a_00,m_dwb_a_00,m_dwh_a_00,m_dwa_a_00,m_dbw_a_00,m_dbh_a_00,m_dba_a_00,m_dhw_a_00,m_dhb_a_00,m_dha_a_00,m_daw_a_00,m_dab_a_00,m_dah_a_00,m_w_a_90,m_b_a_90,m_h_a_90,m_a_a_90,m_o_a_90,m_t_a_90,m_pw_a_90,m_pb_a_90,m_ph_a_90,m_pa_a_90,m_po_a_90,m_dwb_a_90,m_dwh_a_90,m_dwa_a_90,m_dbw_a_90,m_dbh_a_90,m_dba_a_90,m_dhw_a_90,m_dhb_a_90,m_dha_a_90,m_daw_a_90,m_dab_a_90,m_dah_a_90,m_w_a_80,m_b_a_80,m_h_a_80,m_a_a_80,m_o_a_80,m_t_a_80,m_pw_a_80,m_pb_a_80,m_ph_a_80,m_pa_a_80,m_po_a_80,m_dwb_a_80,m_dwh_a_80,m_dwa_a_80,m_dbw_a_80,m_dbh_a_80,m_dba_a_80,m_dhw_a_80,m_dhb_a_80,m_dha_a_80,m_daw_a_80,m_dab_a_80,m_dah_a_80
"33,540","Missoula, MT Metropolitan Statistical Area","96,460",617,"2,590","1,226","4,744","105,637",91.31,0.58,2.45,1.16,4.49,60.37,28.92,27.13,60.37,72.48,61.82,28.92,72.48,31.22,27.13,61.82,31.22,"89,226",455,"1,543","1,372","3,206","95,802",93.14,0.47,1.61,1.43,3.35,18.91,13.93,17.98,18.91,12.29,18.85,13.93,12.29,19.74,17.98,18.85,19.74,"75,017",172,962,819,"1,717","78,687",95.34,0.22,1.22,1.04,2.18,35.44,11.16,29.34,35.44,32.30,31.77,11.16,32.30,27.73,29.34,31.77,27.73,"73,051",138,644,295,"1,888","76,016",96.10,0.18,0.85,0.39,2.48,43.17,19.19,18.96,43.17,32.51,36.13,19.19,32.51,23.17,18.96,36.13,23.17
"33,660","Mobile, AL Metropolitan Statistical Area","245,242","139,756","7,130","7,782","5,421","405,331",60.50,34.48,1.76,1.92,1.34,61.46,39.15,53.91,61.46,65.16,75.83,39.15,65.16,54.71,53.91,75.83,54.71,"249,763","134,150","4,887","6,416","4,627","399,843",62.47,33.55,1.22,1.60,1.16,63.80,26.66,45.79,63.80,50.34,68.78,26.66,50.34,38.77,45.79,68.78,38.77,"252,601","117,505","3,164","3,319","1,990","378,579",66.72,31.04,0.84,0.88,0.53,69.92,26.24,52.80,69.92,60.57,79.11,26.24,60.57,46.86,52.80,79.11,46.86,"244,260","113,571","3,822","1,203","1,851","364,707",66.97,31.14,1.05,0.33,0.51,73.34,29.45,39.20,73.34,49.30,70.61,29.45,49.30,39.78,39.20,70.61,39.78
"33,700","Modesto, CA Metropolitan Statistical Area","252,428","14,428","196,701","26,353","15,255","505,165",49.97,2.86,38.94,5.22,3.02,39.95,35.19,36.94,39.95,41.55,35.09,35.19,41.55,34.94,36.94,35.09,34.94,"256,001","12,515","141,871","24,585","12,025","446,997",57.27,2.80,31.74,5.50,2.69,33.28,35.22,30.32,33.28,34.02,19.03,35.22,34.02,33.36,30.32,19.03,33.36,"261,323","6,109","80,897","18,146","4,047","370,522",70.53,1.65,21.83,4.90,1.09,36.58,33.43,35.89,36.58,40.25,21.84,33.43,40.25,39.33,35.89,21.84,39.33,"213,165","3,035","39,889","3,759","6,052","265,900",80.17,1.14,15.00,1.41,2.28,51.14,35.88,26.05,51.14,54.15,48.92,35.88,54.15,47.89,26.05,48.92,47.89
"33,740","Monroe, LA Metropolitan Statistical Area","108,254","58,622","3,328","1,269","1,264","172,737",62.67,33.94,1.93,0.73,0.73,63.67,37.24,58.98,63.67,66.91,70.42,37.24,66.91,66.78,58.98,70.42,66.78,"109,785","55,963","2,208","1,209",888,"170,053",64.56,32.91,1.30,0.71,0.52,65.79,28.92,45.93,65.79,50.63,62.48,28.92,50.63,41.84,45.93,62.48,41.84,"110,820","49,738","1,327",748,248,"162,881",68.04,30.54,0.81,0.46,0.15,66.56,23.52,55.31,66.56,57.80,72.22,23.52,57.80,55.82,55.31,72.22,55.82,"97,060","40,305","1,276",371,229,"139,241",69.71,28.95,0.92,0.27,0.16,69.00,32.85,49.20,69.00,49.04,67.74,32.85,49.04,46.89,49.20,67.74,46.89
"33,780","Monroe, MI Metropolitan Statistical Area","141,997","3,226","4,118",879,"2,679","152,899",92.87,2.11,2.69,0.57,1.75,55.77,39.09,56.76,55.77,57.38,75.81,39.09,57.38,66.12,56.76,75.81,66.12,"137,391","3,199","3,110",911,"1,334","145,945",94.14,2.19,2.13,0.62,0.91,48.29,18.87,31.60,48.29,43.19,49.19,18.87,43.19,36.26,31.60,49.19,36.26,"128,188","2,308","2,077",570,457,"133,600",95.95,1.73,1.55,0.43,0.34,59.66,19.66,34.69,59.66,57.91,62.74,19.66,57.91,39.26,34.69,62.74,39.26,"129,902","2,297","1,803",269,388,"134,659",96.47,1.71,1.34,0.20,0.29,71.60,21.81,35.44,71.60,68.95,75.68,21.81,68.95,41.81,35.44,75.68,41.81
"33,860","Montgomery, AL Metropolitan Statistical Area","195,347","153,741","6,685","3,843","3,683","363,299",53.77,42.32,1.84,1.06,1.01,52.81,45.06,53.11,52.81,52.90,65.67,45.06,52.90,61.37,53.11,65.67,61.37,"196,521","140,140","4,165","3,413","2,289","346,528",56.71,40.44,1.20,0.98,0.66,55.63,25.81,37.89,55.63,47.21,59.55,25.81,47.21,29.31,37.89,59.55,29.31,"186,341","114,259","2,184","1,724",667,"305,175",61.06,37.44,0.72,0.56,0.22,60.04,29.00,37.15,60.04,51.50,68.66,29.00,51.50,35.70,37.15,68.66,35.70,"175,135","93,406","2,533",824,789,"272,687",64.23,34.25,0.93,0.30,0.29,61.19,30.64,35.53,61.19,38.94,69.57,30.64,38.94,43.34,35.53,69.57,43.34
"34,060","Morgantown, WV Metropolitan Statistical Area","108,473","3,885","1,673","2,189","1,822","118,042",91.89,3.29,1.42,1.85,1.54,58.81,46.90,61.05,58.81,36.80,53.57,46.90,36.80,51.96,61.05,53.57,51.96,"103,810","3,209",994,"2,410",777,"111,200",93.35,2.89,0.89,2.17,0.70,41.12,24.37,50.57,41.12,30.69,41.41,24.37,30.69,35.19,50.57,41.41,35.19,"100,154","1,884",714,"1,602",192,"104,546",95.80,1.80,0.68,1.53,0.18,43.61,29.41,55.18,43.61,29.47,41.37,29.41,29.47,33.76,55.18,41.37,33.76,"71,812","1,519",556,731,406,"75,024",95.72,2.02,0.74,0.97,0.54,35.61,18.06,47.99,35.61,30.96,45.46,18.06,30.96,36.91,47.99,45.46,36.91
"34,100","Morristown, TN Metropolitan Statistical Area","119,961","3,527","8,488",585,"1,802","134,363",89.28,2.62,6.32,0.44,1.34,49.70,48.60,71.92,49.70,31.56,73.22,48.60,31.56,72.39,71.92,73.22,72.39,"113,752","3,783","4,113",611,822,"123,081",92.42,3.07,3.34,0.50,0.67,41.13,45.21,33.28,41.13,26.36,37.36,45.21,26.36,32.51,33.28,37.36,32.51,"96,534","3,341",316,174,226,"100,591",95.97,3.32,0.31,0.17,0.22,40.12,13.44,31.18,40.12,38.10,38.73,13.44,38.10,26.20,31.18,38.73,26.20,,,,,,,,,,,,,,,,,,,,,,,
"34,580","Mount Vernon-Anacortes, WA Metropolitan Statistical Area","92,253",760,"16,889","2,345","3,905","116,152",79.42,0.65,14.54,2.02,3.36,61.20,45.57,40.90,61.20,54.43,56.77,45.57,54.43,36.37,40.90,56.77,36.37,"85,496",686,"11,536","2,248","3,013","102,979",83.02,0.67,11.20,2.18,2.93,30.60,43.65,22.83,30.60,27.42,22.01,43.65,27.42,27.03,22.83,22.01,27.03,"72,408",262,"4,335",754,"1,780","79,539",91.03,0.33,5.45,0.95,2.24,42.70,30.98,18.49,42.70,45.18,38.04,30.98,45.18,29.27,18.49,38.04,29.27,,,,,,,,,,,,,,,,,,,,,,,
"34,620","Muncie, IN Metropolitan Statistical Area","102,740","6,845","1,655","1,178","3,130","115,548",88.92,5.92,1.43,1.02,2.71,56.80,32.53,54.54,56.80,68.10,71.96,32.53,68.10,54.48,54.54,71.96,54.48,"107,068","8,444","1,304","1,083",870,"118,769",90.15,7.11,1.10,0.91,0.73,53.47,23.87,37.58,53.47,47.68,57.72,23.87,47.68,32.26,37.58,57.72,32.26,"110,733","7,113",853,617,343,"119,659",92.54,5.94,0.71,0.52,0.29,60.62,24.75,41.23,60.62,53.18,68.52,24.75,53.18,37.26,41.23,68.52,37.26,"119,494","7,515",811,316,451,"128,587",92.93,5.84,0.63,0.25,0.35,72.06,27.78,36.97,72.06,58.89,72.54,27.78,58.89,37.24,36.97,72.54,37.24
"34,740","Muskegon-Norton Shores, MI Metropolitan Statistical Area","137,911","23,871","7,596",901,"3,877","174,156",79.19,13.71,4.36,0.52,2.23,77.10,38.06,57.99,77.10,49.99,82.03,38.06,49.99,70.42,57.99,82.03,70.42,"135,379","25,200","6,001","1,053","2,567","170,200",79.54,14.81,3.53,0.62,1.51,76.36,33.04,23.05,76.36,47.31,67.38,33.04,47.31,32.31,23.05,67.38,32.31,"132,045","21,444","3,623",536,"1,335","158,983",83.06,13.49,2.28,0.34,0.84,76.77,30.07,26.46,76.77,52.25,72.62,30.07,52.25,37.42,26.46,72.62,37.42,"133,977","19,026","2,833",370,"1,283","157,489",85.07,12.08,1.80,0.23,0.81,74.07,33.09,32.47,74.07,53.65,62.32,33.09,53.65,35.40,32.47,62.32,35.40
"34,820","Myrtle Beach-North Myrtle Beach-Conway, SC Metropolitan Statistical Area","195,687","35,701","11,125","2,692","3,396","248,601",78.72,14.36,4.48,1.08,1.37,46.69,35.30,49.81,46.69,47.41,72.31,35.30,47.41,50.88,49.81,72.31,50.88,"157,040","30,848","5,057","1,951","1,733","196,629",79.87,15.69,2.57,0.99,0.88,43.93,27.24,32.56,43.93,42.80,62.65,27.24,42.80,28.51,32.56,62.65,28.51,"116,284","25,052","1,259","1,089",369,"144,053",80.72,17.39,0.87,0.76,0.26,47.22,28.10,43.17,47.22,57.66,71.98,28.10,57.66,30.46,43.17,71.98,30.46,,,,,,,,,,,,,,,,,,,,,,,
"34,900","Napa, CA Metropolitan Statistical Area","79,953","2,553","38,601","7,728","3,338","132,173",60.49,1.93,29.20,5.85,2.53,63.05,29.98,57.42,63.05,61.48,33.93,29.98,61.48,56.51,57.42,33.93,56.51,"85,932","1,829","29,416","4,928","2,174","124,279",69.14,1.47,23.67,3.97,1.75,52.29,28.93,38.67,52.29,57.86,21.17,28.93,57.86,49.40,38.67,21.17,49.40,"89,453","1,167","15,941","3,391",813,"110,765",80.76,1.05,14.39,3.06,0.73,55.32,21.88,37.01,55.32,60.79,23.98,21.88,60.79,42.54,37.01,23.98,42.54,"86,373",866,"8,636","1,928","1,396","99,199",87.07,0.87,8.71,1.94,1.41,64.21,19.32,28.85,64.21,68.41,41.40,19.32,68.41,35.80,28.85,41.40,35.80
"34,940","Naples-Marco Island, FL Metropolitan Statistical Area","211,525","17,194","78,805","3,075","2,566","313,165",67.54,5.49,25.16,0.98,0.82,53.93,49.36,39.20,53.93,32.69,57.25,49.36,32.69,45.11,39.20,57.25,45.11,"185,517","13,124","49,296","1,981","1,459","251,377",73.80,5.22,19.61,0.79,0.58,66.18,53.78,21.46,66.18,32.63,59.56,53.78,32.63,49.72,21.46,59.56,49.72,"124,700","5,770","20,734",496,399,"152,099",81.99,3.79,13.63,0.33,0.26,63.94,52.87,22.70,63.94,39.98,60.20,52.87,39.98,52.57,22.70,60.20,52.57,"71,718","4,484","9,255",191,323,"85,971",83.42,5.22,10.77,0.22,0.38,80.57,60.57,33.30,80.57,52.05,86.99,60.57,52.05,70.74,33.30,86.99,70.74
"34,980","Nashville-Davidson--Murfreesboro--Franklin, TN Metropolitan Statistical Area","1,151,262","233,260","83,687","32,268","20,172","1,520,649",75.71,15.34,5.50,2.12,1.33,55.39,50.75,47.49,55.39,44.19,54.37,50.75,44.19,49.48,47.49,54.37,49.48,"1,036,052","198,729","41,177","24,340","11,491","1,311,789",78.98,15.15,3.14,1.86,0.88,57.57,45.97,42.80,57.57,46.64,52.29,45.97,46.64,39.53,42.80,52.29,39.53,"873,882","154,126","7,889","9,809","2,510","1,048,216",83.37,14.70,0.75,0.94,0.24,60.65,24.34,45.19,60.65,54.08,63.55,24.34,54.08,35.32,45.19,63.55,35.32,"707,394","137,176","6,064","2,859","3,149","856,642",82.58,16.01,0.71,0.33,0.37,65.16,22.22,43.00,65.16,52.85,72.59,22.22,52.85,44.19,43.00,72.59,44.19
"35,004","Nassau-Suffolk, NY Metropolitan Division","2,074,361","252,363","363,666","143,258","31,521","2,865,169",72.40,8.81,12.69,5.00,1.10,74.12,48.89,44.44,74.12,46.16,69.02,48.89,46.16,55.07,44.44,69.02,55.07,"2,105,352","238,293","282,693","108,249","19,326","2,753,913",76.45,8.65,10.27,3.93,0.70,73.59,46.86,35.39,73.59,45.61,67.51,46.86,45.61,48.09,35.39,67.51,48.09,"2,194,576","182,618","165,237","60,849","5,910","2,609,190",84.11,7.00,6.33,2.33,0.23,76.44,42.25,32.47,76.44,53.91,72.90,42.25,53.91,46.23,32.47,72.90,46.23,"2,312,303","157,971","101,974","24,030","9,519","2,605,797",88.74,6.06,3.91,0.92,0.37,76.95,37.14,30.74,76.95,61.37,74.76,37.14,61.37,44.14,30.74,74.76,44.14
"35,084","Newark-Union, NJ-PA Metropolitan Division","1,197,235","443,726","343,018","105,361","28,982","2,118,322",56.52,20.95,16.19,4.97,1.37,79.45,62.92,40.29,79.45,58.79,75.12,62.92,58.79,61.76,40.29,75.12,61.76,"1,256,301","460,157","272,492","90,717","19,176","2,098,843",59.86,21.92,12.98,4.32,0.91,80.38,65.14,35.67,80.38,60.82,75.02,65.14,60.82,60.14,35.67,75.02,60.14,"1,300,136","410,444","190,617","52,779","5,759","1,959,735",66.34,20.94,9.73,2.69,0.29,82.72,67.10,31.42,82.72,62.97,78.16,67.10,62.97,62.54,31.42,78.16,62.54,"1,395,671","403,702","130,940","24,301","11,449","1,966,063",70.99,20.53,6.66,1.24,0.58,82.80,67.01,30.88,82.80,64.72,76.42,67.01,64.72,63.63,30.88,76.42,63.63
"35,300","New Haven-Milford, CT Metropolitan Statistical Area","593,942","99,380","108,551","28,208","13,451","843,532",70.41,11.78,12.87,3.34,1.59,65.71,54.04,41.42,65.71,39.90,63.85,54.04,39.90,58.89,41.42,63.85,58.89,"616,541","95,035","83,131","21,498","7,803","824,008",74.82,11.53,10.09,2.61,0.95,65.69,57.84,32.41,65.69,37.61,56.54,57.84,37.61,54.54,32.41,56.54,54.54,"661,747","78,935","51,002","10,204","2,323","804,211",82.29,9.82,6.34,1.27,0.29,68.06,57.11,36.13,68.06,45.60,59.19,57.11,45.60,59.83,36.13,59.19,59.83,"659,679","66,484","27,313","4,104","3,740","761,320",86.65,8.73,3.59,0.54,0.49,68.68,57.60,37.52,68.68,52.72,65.26,57.60,52.72,62.67,37.52,65.26,62.67
"35,380","New Orleans-Metairie-Kenner, LA Metropolitan Statistical Area","642,616","396,701","70,094","30,423","13,954","1,153,788",55.70,34.38,6.08,2.64,1.21,63.45,40.77,57.29,63.45,57.64,68.45,40.77,57.64,54.67,57.29,68.45,54.67,"720,976","493,242","58,415","31,870","12,007","1,316,510",54.76,37.47,4.44,2.42,0.91,68.98,35.55,47.41,68.98,58.84,65.85,35.55,58.84,39.24,47.41,65.85,39.24,"752,345","432,573","53,809","20,754","4,770","1,264,251",59.51,34.22,4.26,1.64,0.38,68.33,31.07,49.60,68.33,61.32,71.74,31.07,61.32,44.99,49.60,71.74,44.99,"783,509","397,599","49,906","13,311","5,564","1,249,889",62.69,31.81,3.99,1.06,0.45,70.02,26.55,51.58,70.02,63.12,77.18,26.55,63.12,50.34,51.58,77.18,50.34
"35,620","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical","9,720,883","3,176,188","4,008,781","1,740,788","266,004","18,912,644",51.40,16.79,21.20,9.20,1.41,79.08,63.03,52.56,79.08,56.14,76.11,63.03,56.14,59.29,52.56,76.11,59.29,"9,792,375","3,262,279","3,566,577","1,461,686","240,085","18,323,002",53.44,17.80,19.47,7.98,1.31,79.48,65.58,50.08,79.48,55.83,75.04,65.58,55.83,56.80,50.08,75.04,56.80,"10,412,453","2,866,116","2,683,067","819,125","63,671","16,844,432",61.82,17.02,15.93,4.86,0.38,80.92,66.22,47.36,80.92,57.53,77.02,66.22,57.53,56.40,47.36,77.02,56.40,"11,244,979","2,628,048","1,992,777","351,328","125,461","16,342,593",68.81,16.08,12.19,2.15,0.77,81.34,66.89,48.31,81.34,59.97,78.67,66.89,59.97,59.38,48.31,78.67,59.38
"35,644","New York-White Plains-Wayne, NY-NJ Metropolitan Division","4,823,349","2,313,340","3,037,766","1,264,681","179,936","11,619,072",41.51,19.91,26.14,10.88,1.55,81.05,63.63,51.76,81.05,57.41,78.32,63.63,57.41,58.91,51.76,78.32,58.91,"4,790,525","2,406,384","2,819,828","1,093,288","186,352","11,296,377",42.41,21.30,24.96,9.68,1.65,81.25,65.39,48.87,81.25,56.58,76.84,65.39,56.58,56.70,48.87,76.84,56.70,"5,324,071","2,152,074","2,220,970","632,737","48,204","10,378,056",51.30,20.74,21.40,6.10,0.46,82.01,65.02,46.70,82.01,57.03,78.06,65.02,57.03,56.34,46.70,78.06,56.34,"6,073,306","1,970,078","1,700,317","281,484","98,101","10,123,286",59.99,19.46,16.80,2.78,0.97,81.72,65.21,48.48,81.72,58.53,79.49,65.21,58.53,59.95,48.48,79.49,59.95
"35,660","Niles-Benton Harbor, MI Metropolitan Statistical Area","124,772","23,891","6,226","2,493","2,747","160,129",77.92,14.92,3.89,1.56,1.72,75.62,43.37,52.08,75.62,66.45,79.44,43.37,66.45,66.47,52.08,79.44,66.47,"126,798","26,840","4,888","2,229","1,698","162,453",78.05,16.52,3.01,1.37,1.05,73.38,38.48,43.66,73.38,65.30,74.20,38.48,65.30,44.23,43.66,74.20,44.23,"131,797","24,688","2,683","1,432",777,"161,377",81.67,15.30,1.66,0.89,0.48,74.46,34.81,50.39,74.46,67.12,80.56,34.81,67.12,41.01,50.39,80.56,41.01,"142,821","24,594","2,088",791,982,"171,276",83.39,14.36,1.22,0.46,0.57,73.47,37.53,46.15,73.47,67.93,78.96,37.53,67.93,36.50,46.15,78.96,36.50
"35,840","North Port-Bradenton-Sarasota, FL Metropolitan Statistical Area","554,201","42,548","65,445","9,660","8,603","680,457",81.45,6.25,9.62,1.42,1.26,58.39,45.03,44.63,58.39,38.26,66.80,45.03,38.26,57.26,44.63,66.80,57.26,"505,267","36,186","38,682","6,148","3,676","589,959",85.64,6.13,6.56,1.04,0.62,65.82,47.30,22.76,65.82,36.54,64.32,47.30,36.54,46.49,22.76,64.32,46.49,"442,660","27,826","15,306","2,586","1,102","489,480",90.43,5.68,3.13,0.53,0.23,74.55,41.22,23.65,74.55,43.78,71.94,41.22,43.78,42.92,23.65,71.94,42.92,"319,010","23,458","6,173","1,063",980,"350,684",90.97,6.69,1.76,0.30,0.28,84.29,35.83,26.34,84.29,69.43,82.28,35.83,69.43,40.85,26.34,82.28,40.85
"35,980","Norwich-New London, CT Metropolitan Statistical Area","216,276","14,434","17,576","9,260","8,637","266,183",81.25,5.42,6.60,3.48,3.24,58.45,50.25,38.17,58.45,26.70,46.85,50.25,26.70,42.57,38.17,46.85,42.57,"219,542","15,336","13,236","6,289","4,685","259,088",84.74,5.92,5.11,2.43,1.81,51.63,46.84,27.29,51.63,16.00,40.70,46.84,16.00,39.80,27.29,40.70,39.80,"226,872","11,272","8,290","3,102","1,563","251,099",90.35,4.49,3.30,1.24,0.62,49.50,42.22,28.26,49.50,16.91,38.25,42.22,16.91,36.90,28.26,38.25,36.90,"219,461","8,594","4,581","1,912","1,521","236,069",92.96,3.64,1.94,0.81,0.64,51.61,40.30,34.97,51.61,21.98,43.13,40.30,21.98,34.52,34.97,43.13,34.52
"36,084","Oakland-Fremont-Hayward, CA Metropolitan Division","1,059,713","286,439","537,120","509,840","79,554","2,472,666",42.86,11.58,21.72,20.62,3.22,61.12,48.37,43.77,61.12,40.84,55.15,48.37,40.84,45.92,43.77,55.15,45.92,"1,140,504","319,836","441,686","449,146","41,385","2,392,557",47.67,13.37,18.46,18.77,1.73,62.24,46.89,40.98,62.24,43.08,52.68,46.89,43.08,42.20,40.98,52.68,42.20,"1,234,395","294,152","272,492","258,399","15,285","2,074,723",59.50,14.18,13.13,12.45,0.74,68.04,38.80,39.15,68.04,53.10,54.43,38.80,53.10,36.46,39.15,54.43,36.46,"1,177,334","260,045","185,570","108,867","27,163","1,758,979",66.93,14.78,10.55,6.19,1.54,74.02,36.48,37.78,74.02,62.74,64.33,36.48,62.74,39.55,37.78,64.33,39.55
"36,100","Ocala, FL Metropolitan Statistical Area","245,627","36,104","28,181","4,310","4,664","318,886",77.03,11.32,8.84,1.35,1.46,46.43,31.36,37.57,46.43,37.17,50.17,31.36,37.17,42.24,37.57,50.17,42.24,"208,232","30,292","15,616","2,277","2,499","258,916",80.42,11.70,6.03,0.88,0.97,49.10,31.29,24.24,49.10,38.98,46.51,31.29,38.98,33.35,24.24,46.51,33.35,"162,861","24,542","5,860",896,674,"194,833",83.59,12.60,3.01,0.46,0.35,52.55,23.35,28.68,52.55,52.95,60.25,23.35,52.95,37.15,28.68,60.25,37.15,"99,833","20,048","2,012",245,350,"122,488",81.50,16.37,1.64,0.20,0.29,61.21,23.18,24.58,61.21,59.11,61.26,23.18,59.11,30.72,24.58,61.26,30.72
"36,140","Ocean City, NJ Metropolitan Statistical Area","85,772","5,284","4,318",268,"1,485","97,127",88.31,5.44,4.45,0.28,1.53,48.19,43.58,50.96,48.19,30.41,72.18,43.58,30.41,80.29,50.96,72.18,80.29,"92,137","5,440","3,378",881,490,"102,326",90.04,5.32,3.30,0.86,0.48,54.18,42.34,20.11,54.18,36.08,43.69,42.34,36.08,45.11,20.11,43.69,45.11,"87,144","5,215","1,849",567,251,"95,026",91.71,5.49,1.95,0.60,0.26,59.60,37.13,22.87,59.60,43.33,51.91,37.13,43.33,41.59,22.87,51.91,41.59,"75,418","5,042","1,186",253,235,"82,134",91.82,6.14,1.44,0.31,0.29,63.53,43.50,33.68,63.53,51.96,49.85,43.50,51.96,51.11,33.68,49.85,51.11
"36,220","Odessa, TX Metropolitan Statistical Area","56,821","5,385","63,976",974,"1,832","128,988",44.05,4.17,49.60,0.76,1.42,46.89,33.08,56.82,46.89,39.85,73.63,33.08,39.85,70.02,56.82,73.63,70.02,"62,168","5,609","51,306",928,"1,112","121,123",51.33,4.63,42.36,0.77,0.92,46.77,37.33,28.27,46.77,33.84,50.59,37.33,33.84,49.28,28.27,50.59,49.28,"74,822","5,391","37,315",598,808,"118,934",62.91,4.53,31.37,0.50,0.68,52.54,40.76,38.09,52.54,34.35,52.56,40.76,34.35,49.79,38.09,52.56,49.79,"84,362","5,027","24,831",396,758,"115,374",73.12,4.36,21.52,0.34,0.66,78.31,48.93,28.14,78.31,41.07,80.44,48.93,41.07,57.19,28.14,80.44,57.19
"36,260","Ogden-Clearfield, UT Metropolitan Statistical Area","434,975","6,558","55,384","7,952","11,995","516,864",84.16,1.27,10.72,1.54,2.32,51.80,36.15,34.24,51.80,43.92,54.25,36.15,43.92,45.11,34.24,54.25,45.11,"384,207","6,472","37,916","9,567","4,494","442,656",86.80,1.46,8.57,2.16,1.02,39.19,39.71,20.20,39.19,25.80,27.52,39.71,25.80,35.93,20.20,27.52,35.93,"321,303","4,603","18,395","5,348","2,150","351,799",91.33,1.31,5.23,1.52,0.61,49.81,35.50,25.94,49.81,30.19,34.57,35.50,30.19,28.08,25.94,34.57,28.08,"266,881","4,377","14,006","2,912","2,980","291,156",91.66,1.50,4.81,1.00,1.02,61.45,39.68,22.15,61.45,41.50,52.55,39.68,41.50,31.77,22.15,52.55,31.77
"36,420","Oklahoma City, OK Metropolitan Statistical Area","839,953","124,624","113,603","33,737","79,257","1,191,174",70.51,10.46,9.54,2.83,6.65,54.27,49.53,46.35,54.27,60.91,59.07,49.53,60.91,60.45,46.35,59.07,60.45,"804,821","121,620","73,253","31,920","63,807","1,095,421",73.47,11.10,6.69,2.91,5.82,53.83,44.15,37.65,53.83,54.53,52.20,44.15,54.53,49.38,37.65,52.20,49.38,"777,190","101,073","34,197","16,976","41,606","971,042",80.04,10.41,3.52,1.75,4.28,60.19,33.44,39.79,60.19,57.25,58.70,33.44,57.25,45.22,39.79,58.70,45.22,"692,043","74,889","18,397","7,309","25,701","818,339",84.57,9.15,2.25,0.89,3.14,71.59,28.83,39.11,71.59,66.46,70.55,28.83,66.46,39.60,39.11,70.55,39.60
"36,500","Olympia, WA Metropolitan Statistical Area","193,499","6,864","14,224","12,530","12,131","239,248",80.88,2.87,5.95,5.24,5.07,43.62,22.03,30.28,43.62,32.87,36.68,22.03,32.87,29.82,30.28,36.68,29.82,"172,963","6,177","9,392","12,836","5,987","207,355",83.41,2.98,4.53,6.19,2.89,33.74,19.78,28.65,33.74,21.37,18.02,19.78,21.37,21.75,28.65,18.02,21.75,"145,367","2,761","4,873","5,799","2,438","161,238",90.16,1.71,3.02,3.60,1.51,41.92,16.32,32.40,41.92,28.23,21.66,16.32,28.23,20.39,32.40,21.66,20.39,"115,868","1,002","2,577","2,310","2,507","124,264",93.24,0.81,2.07,1.86,2.02,32.20,15.23,30.37,32.20,27.05,25.58,15.23,27.05,26.17,30.37,25.58,26.17
"36,540","Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area","672,487","62,605","61,445","15,308","17,857","829,702",81.05,7.55,7.41,1.84,2.15,66.79,51.69,44.90,66.79,66.25,64.70,51.69,66.25,62.92,44.90,64.70,62.92,"642,830","63,264","40,232","13,735","6,980","767,041",83.81,8.25,5.25,1.79,0.91,65.35,48.94,34.20,65.35,61.22,61.91,48.94,61.22,49.78,34.20,61.91,49.78,"608,193","50,960","16,792","6,266","3,582","685,793",88.68,7.43,2.45,0.91,0.52,71.35,38.50,34.19,71.35,64.68,64.88,38.50,64.68,41.11,34.19,64.88,41.11,"535,522","43,725","11,870","3,454","3,937","598,508",89.48,7.31,1.98,0.58,0.66,75.11,38.86,32.31,75.11,69.13,73.40,38.86,69.13,42.69,32.31,73.40,42.69
"36,740","Orlando-Kissimmee-Sanford, FL Metropolitan Statistical Area","1,158,780","296,546","454,651","73,904","39,724","2,023,605",57.26,14.65,22.47,3.65,1.96,51.31,41.45,38.66,51.31,47.01,51.50,41.45,47.01,37.77,38.66,51.50,37.77,"1,070,460","232,243","271,627","52,466","17,765","1,644,561",65.09,14.12,16.52,3.19,1.08,55.15,38.71,34.04,55.15,51.17,52.61,38.71,51.17,31.41,34.04,52.61,31.41,"956,666","143,212","100,723","20,007","4,244","1,224,852",78.10,11.69,8.22,1.63,0.35,59.07,29.18,29.37,59.07,59.97,63.18,29.18,59.97,25.13,29.37,63.18,25.13,"665,175","102,527","28,227","5,180","3,816","804,925",82.64,12.74,3.51,0.64,0.47,71.03,28.59,30.04,71.03,70.25,76.33,28.59,70.25,27.82,30.04,76.33,27.82
